freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
Annual,Number,Burglary of private residential premises,Posavska,2021,71,,
Annual,Number,Burglary of private residential premises,Posavska,2022,47,,
Annual,Number,Burglary of private residential premises,Posavska,2023,71,,
Annual,Number,Burglary of private residential premises,Jugovzhodna Slovenija,2019,381,,
Annual,Number,Burglary of private residential premises,Jugovzhodna Slovenija,2020,372,,
Annual,Number,Burglary of private residential premises,Jugovzhodna Slovenija,2021,204,,
Annual,Number,Burglary of private residential premises,Jugovzhodna Slovenija,2022,206,,
Annual,Number,Burglary of private residential premises,Jugovzhodna Slovenija,2023,205,,
Annual,Number,Burglary of private residential premises,Primorsko-notranjska,2019,38,,
Annual,Number,Burglary of private residential premises,Primorsko-notranjska,2020,43,,
Annual,Number,Burglary of private residential premises,Primorsko-notranjska,2021,41,,
Annual,Number,Burglary of private residential premises,Primorsko-notranjska,2022,35,,
Annual,Number,Burglary of private residential premises,Primorsko-notranjska,2023,29,,
Annual,Number,Burglary of private residential premises,Zahodna Slovenija,2019,1274,,
Annual,Number,Burglary of private residential premises,Zahodna Slovenija,2020,1315,,
Annual,Number,Burglary of private residential premises,Zahodna Slovenija,2021,675,,
Annual,Number,Burglary of private residential premises,Zahodna Slovenija,2022,853,,
Annual,Number,Burglary of private residential premises,Zahodna Slovenija,2023,936,,
Annual,Number,Burglary of private residential premises,Osrednjeslovenska,2019,888,,
Annual,Number,Burglary of private residential premises,Osrednjeslovenska,2020,880,,
Annual,Number,Burglary of private residential premises,Osrednjeslovenska,2021,414,,
Annual,Number,Burglary of private residential premises,Osrednjeslovenska,2022,578,,
Annual,Number,Burglary of private residential premises,Osrednjeslovenska,2023,618,,
Annual,Number,Burglary of private residential premises,Gorenjska,2019,161,,
Annual,Number,Burglary of private residential premises,Gorenjska,2020,191,,
Annual,Number,Burglary of private residential premises,Gorenjska,2021,111,,
Annual,Number,Burglary of private residential premises,Gorenjska,2022,82,,
Annual,Number,Burglary of private residential premises,Gorenjska,2023,129,,
Annual,Number,Burglary of private residential premises,Goriška,2019,94,,
Annual,Number,Burglary of private residential premises,Goriška,2020,69,,
Annual,Number,Burglary of private residential premises,Goriška,2021,72,,
Annual,Number,Burglary of private residential premises,Goriška,2022,89,,
Annual,Number,Burglary of private residential premises,Goriška,2023,76,,
Annual,Number,Burglary of private residential premises,Obalno-kraška,2019,131,,
Annual,Number,Burglary of private residential premises,Obalno-kraška,2020,175,,
Annual,Number,Burglary of private residential premises,Obalno-kraška,2021,78,,
Annual,Number,Burglary of private residential premises,Obalno-kraška,2022,104,,
Annual,Number,Burglary of private residential premises,Obalno-kraška,2023,113,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 1,2019,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 1,2020,1,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 1,2021,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 1,2022,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 1,2023,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 2,2019,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 2,2020,1,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 2,2021,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 2,2022,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 2,2023,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 3,2019,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 3,2020,1,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 3,2021,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 3,2022,0,,
Annual,Number,Burglary of private residential premises,Extra-Regio NUTS 3,2023,0,,
Annual,Number,Burglary of private residential premises,Slovakia,2019,1000,,
Annual,Number,Burglary of private residential premises,Slovakia,2020,951,,
Annual,Number,Burglary of private residential premises,Slovakia,2021,761,,
Annual,Number,Burglary of private residential premises,Slovakia,2022,933,,
Annual,Number,Burglary of private residential premises,Slovakia,2023,982,,
Annual,Number,Burglary of private residential premises,Slovensko,2019,1000,,
Annual,Number,Burglary of private residential premises,Slovensko,2020,951,,
Annual,Number,Burglary of private residential premises,Slovensko,2021,761,,
Annual,Number,Burglary of private residential premises,Slovensko,2022,933,,
Annual,Number,Burglary of private residential premises,Slovensko,2023,982,,
Annual,Number,Burglary of private residential premises,Bratislavský kraj,2019,134,,
Annual,Number,Burglary of private residential premises,Bratislavský kraj,2020,89,,
Annual,Number,Burglary of private residential premises,Bratislavský kraj,2021,126,,
Annual,Number,Burglary of private residential premises,Bratislavský kraj,2022,150,,
Annual,Number,Burglary of private residential premises,Bratislavský kraj,2023,161,,
Annual,Number,Burglary of private residential premises,Západné Slovensko,2019,335,,
Annual,Number,Burglary of private residential premises,Západné Slovensko,2020,285,,
Annual,Number,Burglary of private residential premises,Západné Slovensko,2021,263,,
Annual,Number,Burglary of private residential premises,Západné Slovensko,2022,295,,
Annual,Number,Burglary of private residential premises,Západné Slovensko,2023,261,,
Annual,Number,Burglary of private residential premises,Trnavský kraj,2019,99,,
Annual,Number,Burglary of private residential premises,Trnavský kraj,2020,108,,
Annual,Number,Burglary of private residential premises,Trnavský kraj,2021,86,,
Annual,Number,Burglary of private residential premises,Trnavský kraj,2022,93,,
Annual,Number,Burglary of private residential premises,Trnavský kraj,2023,71,,
Annual,Number,Burglary of private residential premises,TrenÄiansky kraj,2019,93,,
Annual,Number,Burglary of private residential premises,TrenÄiansky kraj,2020,84,,
Annual,Number,Burglary of private residential premises,TrenÄiansky kraj,2021,86,,
Annual,Number,Burglary of private residential premises,TrenÄiansky kraj,2022,93,,
Annual,Number,Burglary of private residential premises,TrenÄiansky kraj,2023,74,,
Annual,Number,Burglary of private residential premises,Nitriansky kraj,2019,143,,
Annual,Number,Burglary of private residential premises,Nitriansky kraj,2020,93,,
Annual,Number,Burglary of private residential premises,Nitriansky kraj,2021,91,,
Annual,Number,Burglary of private residential premises,Nitriansky kraj,2022,109,,
Annual,Number,Burglary of private residential premises,Nitriansky kraj,2023,116,,
Annual,Number,Burglary of private residential premises,Stredné Slovensko,2019,254,,
Annual,Number,Burglary of private residential premises,Stredné Slovensko,2020,289,,
Annual,Number,Burglary of private residential premises,Stredné Slovensko,2021,162,,
Annual,Number,Burglary of private residential premises,Stredné Slovensko,2022,188,,
Annual,Number,Burglary of private residential premises,Stredné Slovensko,2023,196,,
Annual,Number,Burglary of private residential premises,Žilinský kraj,2019,108,,
Annual,Number,Burglary of private residential premises,Žilinský kraj,2020,133,,
Annual,Number,Burglary of private residential premises,Žilinský kraj,2021,81,,
Annual,Number,Burglary of private residential premises,Žilinský kraj,2022,100,,
Annual,Number,Burglary of private residential premises,Žilinský kraj,2023,103,,
Annual,Number,Burglary of private residential premises,Banskobystrický kraj,2019,146,,
Annual,Number,Burglary of private residential premises,Banskobystrický kraj,2020,156,,
Annual,Number,Burglary of private residential premises,Banskobystrický kraj,2021,81,,
Annual,Number,Burglary of private residential premises,Banskobystrický kraj,2022,88,,
Annual,Number,Burglary of private residential premises,Banskobystrický kraj,2023,93,,
Annual,Number,Burglary of private residential premises,Východné Slovensko,2019,277,,
Annual,Number,Burglary of private residential premises,Východné Slovensko,2020,288,,
Annual,Number,Burglary of private residential premises,Východné Slovensko,2021,210,,
Annual,Number,Burglary of private residential premises,Východné Slovensko,2022,300,,
Annual,Number,Burglary of private residential premises,Východné Slovensko,2023,364,,
Annual,Number,Burglary of private residential premises,Prešovský kraj,2019,102,,
Annual,Number,Burglary of private residential premises,Prešovský kraj,2020,116,,
Annual,Number,Burglary of private residential premises,Prešovský kraj,2021,74,,
Annual,Number,Burglary of private residential premises,Prešovský kraj,2022,98,,
Annual,Number,Burglary of private residential premises,Prešovský kraj,2023,133,,
Annual,Number,Burglary of private residential premises,Košický kraj,2019,175,,
Annual,Number,Burglary of private residential premises,Košický kraj,2020,172,,
Annual,Number,Burglary of private residential premises,Košický kraj,2021,136,,
Annual,Number,Burglary of private residential premises,Košický kraj,2022,202,,
Annual,Number,Burglary of private residential premises,Košický kraj,2023,231,,
Annual,Number,Burglary of private residential premises,Türkiye,2019,65956,,
Annual,Number,Burglary of private residential premises,Türkiye,2020,63340,,
Annual,Number,Burglary of private residential premises,Türkiye,2021,66268,,
Annual,Number,Burglary of private residential premises,Türkiye,2022,74179,,
Annual,Number,Burglary of private residential premises,Türkiye,2023,56383,,
Annual,Number,Burglary of private residential premises,İstanbul,2019,14963,,
Annual,Number,Burglary of private residential premises,İstanbul,2020,13718,,
Annual,Number,Burglary of private residential premises,İstanbul,2021,11572,,
Annual,Number,Burglary of private residential premises,İstanbul,2022,11416,,
Annual,Number,Burglary of private residential premises,İstanbul,2023,8171,,
Annual,Number,Burglary of private residential premises,Batı Marmara,2019,2570,,
Annual,Number,Burglary of private residential premises,Batı Marmara,2020,2546,,
Annual,Number,Burglary of private residential premises,Batı Marmara,2021,3225,,
Annual,Number,Burglary of private residential premises,Batı Marmara,2022,4016,,
Annual,Number,Burglary of private residential premises,Batı Marmara,2023,3238,,
Annual,Number,Burglary of private residential premises,"Tekirdağ, Edirne, Kırklareli",2019,1577,,
Annual,Number,Burglary of private residential premises,"Tekirdağ, Edirne, Kırklareli",2020,1572,,
Annual,Number,Burglary of private residential premises,"Tekirdağ, Edirne, Kırklareli",2021,1957,,
Annual,Number,Burglary of private residential premises,"Tekirdağ, Edirne, Kırklareli",2022,2190,,
Annual,Number,Burglary of private residential premises,"Tekirdağ, Edirne, Kırklareli",2023,1627,,
Annual,Number,Burglary of private residential premises,Tekirdağ,2019,1054,,
Annual,Number,Burglary of private residential premises,Tekirdağ,2020,932,,
Annual,Number,Burglary of private residential premises,Tekirdağ,2021,1143,,
Annual,Number,Burglary of private residential premises,Tekirdağ,2022,1002,,
Annual,Number,Burglary of private residential premises,Tekirdağ,2023,885,,
Annual,Number,Burglary of private residential premises,Edirne,2019,345,,
Annual,Number,Burglary of private residential premises,Edirne,2020,415,,
Annual,Number,Burglary of private residential premises,Edirne,2021,597,,
Annual,Number,Burglary of private residential premises,Edirne,2022,865,,
Annual,Number,Burglary of private residential premises,Edirne,2023,553,,
Annual,Number,Burglary of private residential premises,Kırklareli,2019,178,,
Annual,Number,Burglary of private residential premises,Kırklareli,2020,225,,
Annual,Number,Burglary of private residential premises,Kırklareli,2021,217,,
Annual,Number,Burglary of private residential premises,Kırklareli,2022,323,,
Annual,Number,Burglary of private residential premises,Kırklareli,2023,189,,
Annual,Number,Burglary of private residential premises,"Balıkesir, Çanakkale",2019,993,,
Annual,Number,Burglary of private residential premises,"Balıkesir, Çanakkale",2020,974,,
Annual,Number,Burglary of private residential premises,"Balıkesir, Çanakkale",2021,1268,,
Annual,Number,Burglary of private residential premises,"Balıkesir, Çanakkale",2022,1826,,
Annual,Number,Burglary of private residential premises,"Balıkesir, Çanakkale",2023,1611,,
Annual,Number,Burglary of private residential premises,Balıkesir,2019,689,,
Annual,Number,Burglary of private residential premises,Balıkesir,2020,655,,
Annual,Number,Burglary of private residential premises,Balıkesir,2021,1012,,
Annual,Number,Burglary of private residential premises,Balıkesir,2022,1509,,
Annual,Number,Burglary of private residential premises,Balıkesir,2023,1336,,
Annual,Number,Burglary of private residential premises,Çanakkale,2019,304,,
Annual,Number,Burglary of private residential premises,Çanakkale,2020,319,,
Annual,Number,Burglary of private residential premises,Çanakkale,2021,256,,
Annual,Number,Burglary of private residential premises,Çanakkale,2022,317,,
Annual,Number,Burglary of private residential premises,Çanakkale,2023,275,,
Annual,Number,Burglary of private residential premises,Ege,2019,7594,,
Annual,Number,Burglary of private residential premises,Ege,2020,7573,,
Annual,Number,Burglary of private residential premises,Ege,2021,8263,,
Annual,Number,Burglary of private residential premises,Ege,2022,10364,,
Annual,Number,Burglary of private residential premises,Ege,2023,7669,,
Annual,Number,Burglary of private residential premises,İzmir,2019,2665,,
Annual,Number,Burglary of private residential premises,İzmir,2020,2545,,
Annual,Number,Burglary of private residential premises,İzmir,2021,2887,,
Annual,Number,Burglary of private residential premises,İzmir,2022,3249,,
Annual,Number,Burglary of private residential premises,İzmir,2023,2256,,
Annual,Number,Burglary of private residential premises,"Aydın, Denizli, Muğla",2019,3059,,
Annual,Number,Burglary of private residential premises,"Aydın, Denizli, Muğla",2020,3227,,
Annual,Number,Burglary of private residential premises,"Aydın, Denizli, Muğla",2021,3220,,
Annual,Number,Burglary of private residential premises,"Aydın, Denizli, Muğla",2022,4324,,
Annual,Number,Burglary of private residential premises,"Aydın, Denizli, Muğla",2023,3103,,
Annual,Number,Burglary of private residential premises,Aydın,2019,1847,,
Annual,Number,Burglary of private residential premises,Aydın,2020,2067,,
Annual,Number,Burglary of private residential premises,Aydın,2021,2114,,
Annual,Number,Burglary of private residential premises,Aydın,2022,2536,,
Annual,Number,Burglary of private residential premises,Aydın,2023,1603,,
Annual,Number,Burglary of private residential premises,Denizli,2019,690,,
Annual,Number,Burglary of private residential premises,Denizli,2020,633,,
Annual,Number,Burglary of private residential premises,Denizli,2021,662,,
Annual,Number,Burglary of private residential premises,Denizli,2022,952,,
Annual,Number,Burglary of private residential premises,Denizli,2023,793,,
Annual,Number,Burglary of private residential premises,Muğla,2019,522,,
Annual,Number,Burglary of private residential premises,Muğla,2020,527,,
Annual,Number,Burglary of private residential premises,Muğla,2021,444,,
Annual,Number,Burglary of private residential premises,Muğla,2022,836,,
Annual,Number,Burglary of private residential premises,Muğla,2023,707,,
Annual,Number,Burglary of private residential premises,"Manisa, Afyonkarahisar, Kütahya, Uşak",2019,1870,,
Annual,Number,Burglary of private residential premises,"Manisa, Afyonkarahisar, Kütahya, Uşak",2020,1801,,
Annual,Number,Burglary of private residential premises,"Manisa, Afyonkarahisar, Kütahya, Uşak",2021,2156,,
Annual,Number,Burglary of private residential premises,"Manisa, Afyonkarahisar, Kütahya, Uşak",2022,2791,,
Annual,Number,Burglary of private residential premises,"Manisa, Afyonkarahisar, Kütahya, Uşak",2023,2310,,
Annual,Number,Burglary of private residential premises,Manisa,2019,917,,
Annual,Number,Burglary of private residential premises,Manisa,2020,899,,
Annual,Number,Burglary of private residential premises,Manisa,2021,1140,,
Annual,Number,Burglary of private residential premises,Manisa,2022,1412,,
Annual,Number,Burglary of private residential premises,Manisa,2023,1290,,
Annual,Number,Burglary of private residential premises,Afyonkarahisar,2019,483,,
Annual,Number,Burglary of private residential premises,Afyonkarahisar,2020,441,,
Annual,Number,Burglary of private residential premises,Afyonkarahisar,2021,520,,
Annual,Number,Burglary of private residential premises,Afyonkarahisar,2022,663,,
Annual,Number,Burglary of private residential premises,Afyonkarahisar,2023,494,,
Annual,Number,Burglary of private residential premises,Kütahya,2019,262,,
Annual,Number,Burglary of private residential premises,Kütahya,2020,194,,
Annual,Number,Burglary of private residential premises,Kütahya,2021,189,,
Annual,Number,Burglary of private residential premises,Kütahya,2022,266,,
Annual,Number,Burglary of private residential premises,Kütahya,2023,156,,
Annual,Number,Burglary of private residential premises,Uşak,2019,208,,
Annual,Number,Burglary of private residential premises,Uşak,2020,267,,
Annual,Number,Burglary of private residential premises,Uşak,2021,307,,
Annual,Number,Burglary of private residential premises,Uşak,2022,450,,
Annual,Number,Burglary of private residential premises,Uşak,2023,370,,
Annual,Number,Burglary of private residential premises,Doğu Marmara,2019,7471,,
Annual,Number,Burglary of private residential premises,Doğu Marmara,2020,6920,,
Annual,Number,Burglary of private residential premises,Doğu Marmara,2021,8922,,
Annual,Number,Burglary of private residential premises,Doğu Marmara,2022,8812,,
Annual,Number,Burglary of private residential premises,Doğu Marmara,2023,6261,,
Annual,Number,Burglary of private residential premises,"Bursa, Eskişehir, Bilecik",2019,4648,,
Annual,Number,Burglary of private residential premises,"Bursa, Eskişehir, Bilecik",2020,5001,,
Annual,Number,Burglary of private residential premises,"Bursa, Eskişehir, Bilecik",2021,7143,,
Annual,Number,Burglary of private residential premises,"Bursa, Eskişehir, Bilecik",2022,6362,,
Annual,Number,Burglary of private residential premises,"Bursa, Eskişehir, Bilecik",2023,4223,,
Annual,Number,Burglary of private residential premises,Bursa,2019,3436,,
Annual,Number,Burglary of private residential premises,Bursa,2020,3857,,
Annual,Number,Burglary of private residential premises,Bursa,2021,5651,,
Annual,Number,Burglary of private residential premises,Bursa,2022,4449,,
Annual,Number,Burglary of private residential premises,Bursa,2023,2821,,
Annual,Number,Burglary of private residential premises,Eskişehir,2019,1100,,
Annual,Number,Burglary of private residential premises,Eskişehir,2020,1038,,
Annual,Number,Burglary of private residential premises,Eskişehir,2021,1345,,
Annual,Number,Burglary of private residential premises,Eskişehir,2022,1713,,
Annual,Number,Burglary of private residential premises,Eskişehir,2023,1267,,
Annual,Number,Burglary of private residential premises,Bilecik,2019,112,,
Annual,Number,Burglary of private residential premises,Bilecik,2020,106,,
Annual,Number,Burglary of private residential premises,Bilecik,2021,147,,
Annual,Number,Burglary of private residential premises,Bilecik,2022,200,,
Annual,Number,Burglary of private residential premises,Bilecik,2023,135,,
Annual,Number,Burglary of private residential premises,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2019,2823,,
Annual,Number,Burglary of private residential premises,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2020,1919,,
Annual,Number,Burglary of private residential premises,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2021,1779,,
Annual,Number,Burglary of private residential premises,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2022,2450,,
Annual,Number,Burglary of private residential premises,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2023,2038,,
Annual,Number,Burglary of private residential premises,Kocaeli,2019,1371,,
Annual,Number,Burglary of private residential premises,Kocaeli,2020,699,,
Annual,Number,Burglary of private residential premises,Kocaeli,2021,581,,
Annual,Number,Burglary of private residential premises,Kocaeli,2022,624,,
Annual,Number,Burglary of private residential premises,Kocaeli,2023,634,,
Annual,Number,Burglary of private residential premises,Sakarya,2019,835,,
Annual,Number,Burglary of private residential premises,Sakarya,2020,709,,
Annual,Number,Burglary of private residential premises,Sakarya,2021,723,,
Annual,Number,Burglary of private residential premises,Sakarya,2022,1070,,
Annual,Number,Burglary of private residential premises,Sakarya,2023,683,,
Annual,Number,Burglary of private residential premises,Düzce,2019,262,,
Annual,Number,Burglary of private residential premises,Düzce,2020,170,,
Annual,Number,Burglary of private residential premises,Düzce,2021,150,,
Annual,Number,Burglary of private residential premises,Düzce,2022,302,,
Annual,Number,Burglary of private residential premises,Düzce,2023,234,,
Annual,Number,Burglary of private residential premises,Bolu,2019,147,,
Annual,Number,Burglary of private residential premises,Bolu,2020,112,,
Annual,Number,Burglary of private residential premises,Bolu,2021,117,,
Annual,Number,Burglary of private residential premises,Bolu,2022,177,,
Annual,Number,Burglary of private residential premises,Bolu,2023,180,,
Annual,Number,Burglary of private residential premises,Yalova,2019,208,,
Annual,Number,Burglary of private residential premises,Yalova,2020,229,,
Annual,Number,Burglary of private residential premises,Yalova,2021,208,,
Annual,Number,Burglary of private residential premises,Yalova,2022,277,,
Annual,Number,Burglary of private residential premises,Yalova,2023,307,,
Annual,Number,Burglary of private residential premises,Batı Anadolu,2019,3712,,
Annual,Number,Burglary of private residential premises,Batı Anadolu,2020,3304,,
Annual,Number,Burglary of private residential premises,Batı Anadolu,2021,3379,,
Annual,Number,Burglary of private residential premises,Batı Anadolu,2022,3408,,
Annual,Number,Burglary of private residential premises,Batı Anadolu,2023,2265,,
Annual,Number,Burglary of private residential premises,Ankara,2019,2042,,
Annual,Number,Burglary of private residential premises,Ankara,2020,1185,,
Annual,Number,Burglary of private residential premises,Ankara,2021,991,,
Annual,Number,Burglary of private residential premises,Ankara,2022,1002,,
Annual,Number,Burglary of private residential premises,Ankara,2023,863,,
Annual,Number,Burglary of private residential premises,"Konya, Karaman",2019,1670,,
Annual,Number,Burglary of private residential premises,"Konya, Karaman",2020,2119,,
Annual,Number,Burglary of private residential premises,"Konya, Karaman",2021,2388,,
Annual,Number,Burglary of private residential premises,"Konya, Karaman",2022,2406,,
Annual,Number,Burglary of private residential premises,"Konya, Karaman",2023,1402,,
Annual,Number,Burglary of private residential premises,Konya,2019,1543,,
Annual,Number,Burglary of private residential premises,Konya,2020,2004,,
Annual,Number,Burglary of private residential premises,Konya,2021,2259,,
Annual,Number,Burglary of private residential premises,Konya,2022,2225,,
Annual,Number,Burglary of private residential premises,Konya,2023,1257,,
Annual,Number,Burglary of private residential premises,Karaman,2019,127,,
Annual,Number,Burglary of private residential premises,Karaman,2020,115,,
Annual,Number,Burglary of private residential premises,Karaman,2021,129,,
Annual,Number,Burglary of private residential premises,Karaman,2022,181,,
Annual,Number,Burglary of private residential premises,Karaman,2023,145,,
Annual,Number,Burglary of private residential premises,Akdeniz,2019,10364,,
Annual,Number,Burglary of private residential premises,Akdeniz,2020,9711,,
Annual,Number,Burglary of private residential premises,Akdeniz,2021,9746,,
Annual,Number,Burglary of private residential premises,Akdeniz,2022,11554,,
Annual,Number,Burglary of private residential premises,Akdeniz,2023,10337,,
Annual,Number,Burglary of private residential premises,"Antalya, Isparta, Burdur",2019,3290,,
Annual,Number,Burglary of private residential premises,"Antalya, Isparta, Burdur",2020,2940,,
Annual,Number,Burglary of private residential premises,"Antalya, Isparta, Burdur",2021,2530,,
Annual,Number,Burglary of private residential premises,"Antalya, Isparta, Burdur",2022,3068,,
Annual,Number,Burglary of private residential premises,"Antalya, Isparta, Burdur",2023,2073,,
Annual,Number,Burglary of private residential premises,Antalya,2019,2684,,
Annual,Number,Burglary of private residential premises,Antalya,2020,2459,,
Annual,Number,Burglary of private residential premises,Antalya,2021,2011,,
Annual,Number,Burglary of private residential premises,Antalya,2022,2440,,
Annual,Number,Burglary of private residential premises,Antalya,2023,1559,,
Annual,Number,Burglary of private residential premises,Isparta,2019,338,,
Annual,Number,Burglary of private residential premises,Isparta,2020,293,,
Annual,Number,Burglary of private residential premises,Isparta,2021,397,,
Annual,Number,Burglary of private residential premises,Isparta,2022,497,,
Annual,Number,Burglary of private residential premises,Isparta,2023,391,,
Annual,Number,Burglary of private residential premises,Burdur,2019,268,,
Annual,Number,Burglary of private residential premises,Burdur,2020,188,,
Annual,Number,Burglary of private residential premises,Burdur,2021,122,,
Annual,Number,Burglary of private residential premises,Burdur,2022,131,,
Annual,Number,Burglary of private residential premises,Burdur,2023,123,,
Annual,Number,Burglary of private residential premises,"Adana, Mersin",2019,4035,,
Annual,Number,Burglary of private residential premises,"Adana, Mersin",2020,3954,,
Annual,Number,Burglary of private residential premises,"Adana, Mersin",2021,3594,,
Annual,Number,Burglary of private residential premises,"Adana, Mersin",2022,4316,,
Annual,Number,Burglary of private residential premises,"Adana, Mersin",2023,3196,,
Annual,Number,Burglary of private residential premises,Adana,2019,1940,,
Annual,Number,Burglary of private residential premises,Adana,2020,2018,,
Annual,Number,Burglary of private residential premises,Adana,2021,1844,,
Annual,Number,Burglary of private residential premises,Adana,2022,2228,,
Annual,Number,Burglary of private residential premises,Adana,2023,1483,,
Annual,Number,Burglary of private residential premises,Mersin,2019,2095,,
Annual,Number,Burglary of private residential premises,Mersin,2020,1936,,
Annual,Number,Burglary of private residential premises,Mersin,2021,1750,,
Annual,Number,Burglary of private residential premises,Mersin,2022,2088,,
Annual,Number,Burglary of private residential premises,Mersin,2023,1713,,
Annual,Number,Burglary of private residential premises,"Hatay, Kahramanmaraş, Osmaniye",2019,3039,,
Annual,Number,Burglary of private residential premises,"Hatay, Kahramanmaraş, Osmaniye",2020,2817,,
Annual,Number,Burglary of private residential premises,"Hatay, Kahramanmaraş, Osmaniye",2021,3622,,
Annual,Number,Burglary of private residential premises,"Hatay, Kahramanmaraş, Osmaniye",2022,4170,,
Annual,Number,Burglary of private residential premises,"Hatay, Kahramanmaraş, Osmaniye",2023,5068,,
Annual,Number,Burglary of private residential premises,Hatay,2019,2140,,
Annual,Number,Burglary of private residential premises,Hatay,2020,1758,,
Annual,Number,Burglary of private residential premises,Hatay,2021,2005,,
Annual,Number,Burglary of private residential premises,Hatay,2022,1923,,
Annual,Number,Burglary of private residential premises,Hatay,2023,2988,,
Annual,Number,Burglary of private residential premises,Kahramanmaraş,2019,476,,
Annual,Number,Burglary of private residential premises,Kahramanmaraş,2020,470,,
Annual,Number,Burglary of private residential premises,Kahramanmaraş,2021,549,,
Annual,Number,Burglary of private residential premises,Kahramanmaraş,2022,754,,
Annual,Number,Burglary of private residential premises,Kahramanmaraş,2023,1172,,
Annual,Number,Burglary of private residential premises,Osmaniye,2019,423,,
Annual,Number,Burglary of private residential premises,Osmaniye,2020,589,,
Annual,Number,Burglary of private residential premises,Osmaniye,2021,1068,,
Annual,Number,Burglary of private residential premises,Osmaniye,2022,1493,,
Annual,Number,Burglary of private residential premises,Osmaniye,2023,908,,
Annual,Number,Burglary of private residential premises,Orta Anadolu,2019,3691,,
Annual,Number,Burglary of private residential premises,Orta Anadolu,2020,3665,,
Annual,Number,Burglary of private residential premises,Orta Anadolu,2021,5715,,
Annual,Number,Burglary of private residential premises,Orta Anadolu,2022,6983,,
Annual,Number,Burglary of private residential premises,Orta Anadolu,2023,4031,,
Annual,Number,Burglary of private residential premises,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2019,1268,,
Annual,Number,Burglary of private residential premises,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2020,1399,,
Annual,Number,Burglary of private residential premises,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2021,1806,,
Annual,Number,Burglary of private residential premises,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2022,2377,,
Annual,Number,Burglary of private residential premises,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2023,1514,,
Annual,Number,Burglary of private residential premises,Kırıkkale,2019,468,,
Annual,Number,Burglary of private residential premises,Kırıkkale,2020,489,,
Annual,Number,Burglary of private residential premises,Kırıkkale,2021,550,,
Annual,Number,Burglary of private residential premises,Kırıkkale,2022,557,,
Annual,Number,Burglary of private residential premises,Kırıkkale,2023,304,,
Annual,Number,Burglary of private residential premises,Aksaray,2019,304,,
Annual,Number,Burglary of private residential premises,Aksaray,2020,399,,
Annual,Number,Burglary of private residential premises,Aksaray,2021,446,,
Annual,Number,Burglary of private residential premises,Aksaray,2022,524,,
Annual,Number,Burglary of private residential premises,Aksaray,2023,490,,
Annual,Number,Burglary of private residential premises,Niğde,2019,253,,
Annual,Number,Burglary of private residential premises,Niğde,2020,200,,
Annual,Number,Burglary of private residential premises,Niğde,2021,438,,
Annual,Number,Burglary of private residential premises,Niğde,2022,819,,
Annual,Number,Burglary of private residential premises,Niğde,2023,422,,
Annual,Number,Burglary of private residential premises,Nevşehir,2019,164,,
Annual,Number,Burglary of private residential premises,Nevşehir,2020,212,,
Annual,Number,Burglary of private residential premises,Nevşehir,2021,268,,
Annual,Number,Burglary of private residential premises,Nevşehir,2022,296,,
Annual,Number,Burglary of private residential premises,Nevşehir,2023,211,,
Annual,Number,Burglary of private residential premises,Kırşehir,2019,79,,
Annual,Number,Burglary of private residential premises,Kırşehir,2020,99,,
Annual,Number,Burglary of private residential premises,Kırşehir,2021,104,,
Annual,Number,Burglary of private residential premises,Kırşehir,2022,181,,
Annual,Number,Burglary of private residential premises,Kırşehir,2023,87,,
Annual,Number,Burglary of private residential premises,"Kayseri, Sivas, Yozgat",2019,2423,,
Annual,Number,Burglary of private residential premises,"Kayseri, Sivas, Yozgat",2020,2266,,
Annual,Number,Burglary of private residential premises,"Kayseri, Sivas, Yozgat",2021,3909,,
Annual,Number,Burglary of private residential premises,"Kayseri, Sivas, Yozgat",2022,4606,,
